Date,Open,High,Low,Close,Volume,Adj Close
2010-08-11,99.120003,99.25,97.239998,97.910004,9782400,24.477501
2010-08-12,95.699997,97.800003,95.099998,96.949997,10554000,24.237499
2010-08-13,96.980003,98.199997,96.470001,97.239998,7770400,24.309999
2010-08-16,96.889999,97.480003,95.75,96.629997,7285200,24.157499
2010-08-17,98.389999,100.639999,97.510002,99.330002,9106400,24.8325
2010-08-18,99.5,99.889999,97.970001,99.330002,7196000,24.8325
2010-08-19,99.440002,99.900002,96.360001,96.410004,13326800,24.102501
2010-08-20,104.25,112.989998,104.139999,112.75,42439200,28.1875
2010-08-23,110.720001,113.400002,108.75,112.279999,27180400,28.07
2010-08-24,108.440002,114.150002,108.300003,113.290001,27593200,28.3225
2010-08-25,111.82,113.440002,109.360001,112.190002,18384000,28.047501
2010-08-26,112.269997,113.300003,109.800003,109.839996,13586400,27.459999
2010-08-27,110.529999,112.199997,107.25,111.480003,12054800,27.870001
2010-08-30,110.169998,112.279999,109.07,109.169998,8872800,27.2925
2010-08-31,108.529999,110.650002,108.309998,109.879997,12160400,27.469999
2010-09-01,111.889999,116.809998,111.300003,116.400002,20854800,29.1
2010-09-02,115.970001,119.589996,115.629997,119.120003,14759600,29.780001
2010-09-03,119.760002,121.449997,118.360001,119.629997,16477200,29.907499
2010-09-07,119.019997,120.449997,118.849998,119.650002,7971600,29.9125
2010-09-08,120.43,121.290001,119.139999,119.790001,8782000,29.9475
2010-09-09,121.959999,122.0,117.25,117.650002,10284000,29.4125
2010-09-10,118.510002,119.370003,116.510002,117.419998,9489600,29.355
2010-09-13,118.870003,120.0,116.900002,118.589996,10162800,29.647499
2010-09-14,116.75,118.900002,116.510002,117.779999,11873600,29.445
2010-09-15,117.489998,117.75,115.300003,116.809998,9294800,29.202499
2010-09-16,116.360001,117.699997,115.940002,116.919998,8204000,29.23
2010-09-17,117.980003,118.199997,115.75,116.739998,10694000,29.184999
2010-09-20,117.830002,123.769997,117.220001,123.139999,16048000,30.785
2010-09-21,122.779999,122.940002,120.699997,121.389999,9337600,30.3475
2010-09-22,121.349998,121.489998,118.0,118.690002,10432800,29.672501
2010-09-23,117.900002,119.440002,116.709999,117.489998,8086400,29.372499
2010-09-24,119.699997,121.050003,118.68,119.339996,10028000,29.834999
2010-09-27,119.309998,119.550003,116.830002,117.040001,6844400,29.26
2010-09-28,117.879997,118.0,113.660004,114.769997,12415200,28.692499
2010-09-29,114.93,115.779999,111.18,113.580002,15104000,28.395
2010-09-30,114.720001,116.400002,111.75,111.800003,13821600,27.950001
2010-10-01,113.089996,113.150002,110.519997,112.0,10276400,28.0
2010-10-04,111.690002,112.989998,109.879997,112.080002,9086400,28.02
2010-10-05,114.0,114.910004,112.419998,113.910004,10483200,28.477501
2010-10-06,114.120003,114.120003,97.919998,104.949997,64562800,26.237499
2010-10-07,106.82,106.989998,102.269997,104.919998,28779200,26.23
2010-10-08,104.889999,106.809998,102.910004,105.870003,14123600,26.467501
2010-10-11,105.809998,105.889999,99.760002,99.910004,23921200,24.977501
2010-10-12,99.809998,106.379997,98.760002,105.470001,25572000,26.3675
2010-10-13,106.879997,109.190002,106.029999,107.309998,18388400,26.827499
2010-10-14,107.529999,107.940002,105.050003,107.360001,10725600,26.84
2010-10-15,108.400002,108.769997,106.830002,108.379997,9300400,27.094999
2010-10-18,108.919998,108.919998,103.980003,105.629997,13386400,26.407499
2010-10-19,101.089996,105.370003,100.449997,103.629997,12371200,25.907499
2010-10-20,104.510002,105.800003,102.199997,104.43,7460800,26.1075
2010-10-21,104.809998,107.540001,104.099998,105.300003,7202000,26.325001
2010-10-22,105.470001,108.870003,104.690002,107.940002,6678400,26.985001
2010-10-25,109.629997,113.650002,109.510002,112.550003,15242000,28.137501
2010-10-26,111.669998,112.779999,110.330002,111.860001,8191600,27.965
2010-10-27,114.43,115.949997,112.050003,115.059998,11044800,28.764999
2010-10-28,115.519997,116.129997,112.529999,115.0,6473600,28.75
2010-10-29,114.849998,117.0,114.300003,116.07,6098800,29.0175
2010-11-01,116.339996,116.449997,112.620003,113.75,7495200,28.4375
2010-11-02,114.269997,115.989998,113.080002,115.43,5524000,28.8575
2010-11-03,115.790001,116.910004,113.639999,116.449997,8425600,29.112499
2010-11-04,118.0,119.360001,113.589996,114.029999,12630400,28.5075
2010-11-05,114.800003,115.139999,112.43,113.169998,8197600,28.2925
2010-11-08,113.900002,116.389999,112.5,114.5,9884400,28.625
2010-11-09,114.18,115.279999,112.730003,114.769997,9503200,28.692499
2010-11-10,114.779999,118.089996,114.440002,117.879997,10510800,29.469999
2010-11-11,115.309998,118.089996,113.550003,116.730003,9027200,29.182501
2010-11-12,115.580002,118.160004,114.639999,115.010002,7510400,28.752501
2010-11-15,115.300003,116.0,113.309998,113.629997,8118000,28.407499
2010-11-16,112.510002,113.629997,109.209999,111.019997,9161600,27.754999
2010-11-17,111.209999,112.660004,109.489998,110.150002,9602000,27.5375
2010-11-18,113.150002,116.519997,112.730003,115.769997,20036800,28.942499
2010-11-19,126.400002,137.309998,126.400002,136.740005,63398800,34.185001
2010-11-22,135.300003,140.190002,135.279999,139.830002,22693600,34.9575
2010-11-23,137.259995,142.940002,137.199997,142.5,25506800,35.625
2010-11-24,141.809998,145.429993,140.639999,145.169998,17630000,36.2925
2010-11-26,142.300003,146.449997,142.300003,145.830002,6282400,36.4575
2010-11-29,144.0,146.0,142.630005,143.809998,13376000,35.952499
2010-11-30,142.149994,144.149994,139.119995,139.220001,23892800,34.805
2010-12-01,142.070007,144.979996,141.919998,144.039993,12007600,36.009998
2010-12-02,144.220001,145.479996,142.350006,143.020004,12354800,35.755001
2010-12-03,141.899994,144.190002,141.899994,142.809998,8988400,35.702499
2010-12-06,143.990005,145.679993,141.119995,145.229996,10564000,36.307499
2010-12-07,149.0,149.699997,145.110001,145.240005,15427200,36.310001
2010-12-08,149.089996,150.639999,146.0,150.580002,16046400,37.645
2010-12-09,151.259995,151.259995,147.270004,148.490005,12301600,37.122501
2010-12-10,148.610001,150.0,146.839996,148.610001,9740800,37.1525
2010-12-13,149.889999,149.960007,143.779999,143.880005,11158400,35.970001
2010-12-14,144.009995,144.649994,136.0,136.320007,22624000,34.080002
2010-12-15,135.669998,137.839996,134.050003,135.720001,14452800,33.93
2010-12-16,136.479996,138.580002,135.25,137.529999,8933600,34.3825
2010-12-17,138.0,138.809998,136.399994,136.5,9222800,34.125
2010-12-20,136.779999,137.0,132.009995,134.210007,10931200,33.552502
2010-12-21,135.389999,140.0,135.179993,139.029999,11824000,34.7575
2010-12-22,138.259995,138.800003,135.25,135.529999,10308400,33.8825
2010-12-23,135.210007,135.889999,133.119995,135.440002,8708400,33.860001
2010-12-27,135.240005,135.350006,132.509995,134.009995,6361600,33.502499
2010-12-28,134.770004,134.770004,132.309998,133.320007,4158800,33.330002
2010-12-29,133.449997,134.369995,132.330002,132.949997,5374800,33.237499
2010-12-30,132.529999,133.399994,131.639999,132.240005,4775200,33.060001
2010-12-31,131.679993,132.169998,129.660004,132.0,8038800,33.0
2011-01-03,133.130005,138.139999,133.130005,136.600006,11284400,34.150002
2011-01-04,138.449997,138.690002,133.399994,135.690002,9003600,33.922501
2011-01-05,136.350006,142.25,135.5,142.199997,14439200,35.549999
2011-01-06,144.160004,144.690002,141.419998,143.339996,11770400,35.834999
2011-01-07,143.339996,143.339996,138.5,142.220001,8480400,35.555
2011-01-10,141.009995,143.199997,140.0,142.639999,6548400,35.66
2011-01-11,143.869995,143.869995,140.070007,141.119995,6034800,35.279999
2011-01-12,142.929993,143.389999,140.240005,141.639999,6154400,35.41
2011-01-13,141.990005,145.279999,140.699997,143.850006,9465600,35.962502
2011-01-14,143.0,146.619995,142.770004,146.470001,7626800,36.6175
2011-01-18,145.130005,145.619995,142.720001,144.330002,8289600,36.0825
2011-01-19,144.660004,144.839996,138.820007,140.839996,9199200,35.209999
2011-01-20,133.210007,135.710007,129.0,131.789993,20682000,32.947498
2011-01-21,132.839996,135.369995,132.0,132.240005,9462000,33.060001
2011-01-24,128.240005,130.580002,126.5,127.830002,16000400,31.9575
2011-01-25,125.650002,127.419998,122.029999,123.970001,17782400,30.9925
2011-01-26,127.400002,129.080002,126.449997,128.289993,10467200,32.072498
2011-01-27,129.740005,131.0,127.43,128.240005,8052800,32.060001
2011-01-28,130.240005,134.0,129.389999,131.610001,16472400,32.9025
2011-01-31,131.839996,132.440002,128.410004,129.139999,9790400,32.285
2011-02-01,130.020004,133.050003,128.0,131.639999,8712000,32.91
2011-02-02,131.559998,136.960007,131.520004,135.080002,10083600,33.77
2011-02-03,135.029999,136.479996,132.899994,134.169998,7934000,33.5425
2011-02-04,135.289993,138.710007,134.360001,137.949997,9096000,34.487499
2011-02-07,138.080002,138.699997,136.179993,136.899994,9052800,34.224998
2011-02-08,137.0,137.869995,134.729996,136.300003,8430800,34.075001
2011-02-09,135.529999,136.300003,133.259995,134.449997,6094000,33.612499
2011-02-10,133.160004,138.360001,132.300003,137.960007,8619600,34.490002
2011-02-11,137.490005,142.059998,136.100006,141.509995,8576000,35.377499
2011-02-14,140.839996,144.25,140.839996,142.220001,7187200,35.555
2011-02-15,145.089996,146.5,141.509995,142.490005,9969600,35.622501
2011-02-16,142.75,143.600006,141.539993,142.75,6031600,35.6875
2011-02-17,142.059998,142.5,140.210007,140.940002,8726800,35.235001
2011-02-18,141.5,143.449997,140.630005,143.080002,7945200,35.77
2011-02-22,140.820007,141.699997,135.259995,136.75,10088800,34.1875
2011-02-23,136.649994,138.690002,130.339996,133.369995,13047600,33.342499
2011-02-24,134.660004,136.169998,132.100006,134.320007,17460000,33.580002
2011-02-25,145.5,148.0,137.289993,138.830002,31779600,34.7075
2011-02-28,136.850006,137.419998,128.360001,132.270004,27566400,33.067501
2011-03-01,132.660004,132.880005,127.239998,128.050003,18276400,32.012501
2011-03-02,128.5,132.229996,127.0,128.009995,15532800,32.002499
2011-03-03,129.940002,131.679993,128.100006,130.070007,13414000,32.517502
2011-03-04,131.639999,131.949997,128.339996,129.970001,15894000,32.4925
2011-03-07,128.979996,130.960007,125.220001,128.020004,14676400,32.005001
2011-03-08,127.440002,129.169998,126.199997,127.32,9297200,31.83
2011-03-09,126.580002,128.080002,125.160004,127.709999,8771600,31.9275
2011-03-10,125.709999,127.940002,123.75,127.199997,12660000,31.799999
2011-03-11,125.0,129.289993,124.989998,127.870003,8255200,31.967501
2011-03-14,125.620003,128.289993,124.18,124.940002,12072400,31.235001
2011-03-15,120.559998,126.769997,120.239998,125.550003,11552400,31.387501
2011-03-16,125.389999,128.25,123.150002,124.160004,16580000,31.040001
2011-03-17,125.889999,126.239998,122.089996,122.330002,12206000,30.5825
2011-03-18,124.150002,124.230003,117.660004,120.010002,18676400,30.002501
2011-03-21,120.779999,126.150002,118.900002,124.419998,13904000,31.105
2011-03-22,123.860001,124.209999,120.760002,121.489998,12389200,30.372499
2011-03-23,120.910004,122.82,119.010002,122.120003,10310800,30.530001
2011-03-24,125.699997,129.399994,124.599998,129.25,17210800,32.3125
2011-03-25,129.350006,130.240005,127.230003,127.449997,11244000,31.862499
2011-03-28,127.93,128.949997,125.650002,127.989998,6440000,31.997499
2011-03-29,127.089996,129.440002,126.110001,127.400002,8300400,31.85
2011-03-30,127.910004,134.779999,127.5,134.490005,16511600,33.622501
2011-03-31,132.470001,133.960007,131.690002,133.580002,10954800,33.395
2011-04-01,134.960007,136.690002,133.279999,134.119995,11558400,33.529999
2011-04-04,134.600006,134.839996,132.119995,134.110001,5995600,33.5275
2011-04-05,133.130005,134.380005,131.449997,133.610001,9096400,33.4025
2011-04-06,134.199997,134.949997,129.389999,131.429993,10189200,32.857498
2011-04-07,133.369995,134.679993,132.0,133.960007,10424800,33.490002
2011-04-08,134.520004,135.759995,133.5,134.649994,9205200,33.662498
2011-04-11,134.580002,137.080002,134.0,134.619995,9428000,33.654999
2011-04-12,132.800003,133.429993,130.809998,132.820007,9804400,33.205002
2011-04-13,134.210007,135.190002,132.820007,134.380005,8226400,33.595001
2011-04-14,133.119995,134.399994,132.0,133.020004,7064400,33.255001
2011-04-15,133.309998,134.279999,131.529999,133.729996,7830000,33.432499
2011-04-18,132.479996,133.0,130.550003,132.190002,8340000,33.047501
2011-04-19,131.720001,132.559998,128.199997,130.529999,10565600,32.6325
2011-04-20,134.800003,142.460007,134.100006,142.080002,22222400,35.52
2011-04-21,140.910004,141.990005,138.970001,139.869995,9527600,34.967499
2011-04-25,139.880005,139.880005,137.699997,138.809998,7109600,34.702499
2011-04-26,139.089996,140.529999,136.240005,137.610001,7600000,34.4025
2011-04-27,137.309998,139.25,133.779999,139.020004,7540400,34.755001
2011-04-28,138.100006,139.0,135.110001,137.850006,6931200,34.462502
2011-04-29,137.490005,139.5,136.270004,138.600006,5418400,34.650002
2011-05-02,139.619995,139.699997,135.539993,136.190002,7436000,34.047501
2011-05-03,136.009995,136.309998,131.779999,133.660004,7590800,33.415001
2011-05-04,133.240005,133.520004,129.149994,131.669998,8614800,32.9175
2011-05-05,129.970001,132.800003,129.860001,130.970001,7002800,32.7425
2011-05-06,133.610001,134.729996,130.690002,132.320007,6811200,33.080002
2011-05-09,132.589996,133.389999,130.690002,132.710007,4015600,33.177502
2011-05-10,133.559998,135.600006,132.770004,135.369995,5544400,33.842499
2011-05-11,135.559998,136.990005,133.020004,134.380005,4794000,33.595001
2011-05-12,134.5,136.0,131.729996,135.490005,5315200,33.872501
2011-05-13,135.759995,137.589996,134.720001,134.910004,5549600,33.727501
2011-05-16,132.899994,133.880005,128.020004,128.960007,11210000,32.240002
2011-05-17,128.660004,130.820007,127.25,130.080002,11950400,32.52
2011-05-18,130.190002,134.880005,130.100006,134.25,10472000,33.5625
2011-05-19,135.880005,137.429993,133.550003,135.809998,17094000,33.952499
2011-05-20,145.240005,149.720001,142.5,146.610001,42194400,36.6525
2011-05-23,144.210007,146.779999,143.229996,145.300003,15792000,36.325001
2011-05-24,147.789993,152.350006,147.529999,150.600006,22720800,37.650002
2011-05-25,148.539993,151.869995,148.300003,150.929993,11510400,37.732498
2011-05-26,148.990005,153.990005,148.990005,153.559998,11574800,38.389999
2011-05-27,152.990005,153.25,151.009995,151.300003,9974800,37.825001
2011-05-31,152.029999,152.259995,149.110001,152.259995,8816000,38.064999
2011-06-01,150.789993,152.039993,145.199997,145.779999,12743600,36.445
2011-06-02,145.600006,149.100006,145.089996,148.240005,7535600,37.060001
2011-06-03,144.479996,146.970001,143.860001,144.990005,7051200,36.247501
2011-06-06,144.479996,145.380005,141.960007,142.830002,7246800,35.7075
2011-06-07,143.300003,143.779999,140.910004,142.039993,7660400,35.509998
2011-06-08,141.729996,142.470001,138.5,140.279999,7897600,35.07
2011-06-09,141.770004,142.75,140.009995,141.820007,7746000,35.455002
2011-06-10,141.960007,143.479996,139.399994,140.300003,6952800,35.075001
2011-06-13,140.589996,140.910004,136.779999,137.100006,9584400,34.275002
2011-06-14,139.539993,142.320007,138.130005,140.619995,9129200,35.154999
2011-06-15,138.990005,141.380005,137.449997,139.460007,12715200,34.865002
2011-06-16,139.350006,140.440002,134.699997,137.279999,11200800,34.32
2011-06-17,139.440002,140.380005,138.240005,139.529999,13312000,34.8825
2011-06-20,139.380005,140.339996,138.529999,139.449997,5276400,34.862499
2011-06-21,140.110001,144.300003,139.649994,143.919998,8945200,35.98
2011-06-22,143.190002,144.770004,141.100006,142.149994,7700000,35.537498
2011-06-23,140.009995,144.839996,140.009995,144.479996,8477200,36.119999
2011-06-24,144.169998,145.600006,141.470001,143.039993,11150400,35.759998
2011-06-27,142.270004,145.690002,141.059998,145.089996,5836800,36.272499
2011-06-28,145.369995,148.0,144.820007,147.369995,5732800,36.842499
2011-06-29,147.710007,147.710007,145.130005,146.25,4934000,36.5625
2011-06-30,147.149994,149.610001,146.899994,148.979996,7045200,37.244999
2011-07-01,149.309998,150.520004,147.320007,149.389999,6382800,37.3475
2011-07-05,149.610001,154.259995,148.460007,153.949997,8169200,38.487499
2011-07-06,153.729996,156.449997,151.970001,156.289993,10210400,39.072498
2011-07-07,157.490005,160.020004,157.089996,158.130005,9954000,39.532501
2011-07-08,154.449997,156.949997,154.0,156.669998,7116400,39.1675
2011-07-11,154.610001,156.350006,151.690002,152.429993,8061600,38.107498
2011-07-12,153.100006,153.479996,150.5,150.899994,5363600,37.724998
2011-07-13,152.440002,154.580002,152.369995,152.880005,5298400,38.220001
2011-07-14,152.820007,154.740005,150.020004,150.479996,6653200,37.619999
2011-07-15,152.300003,154.520004,151.100006,154.399994,6164400,38.599998
2011-07-18,153.759995,154.0,150.919998,152.630005,4457200,38.157501
2011-07-19,153.669998,160.119995,153.539993,159.320007,8363200,39.830002
2011-07-20,160.070007,160.070007,153.380005,154.839996,7633600,38.709999
2011-07-21,153.889999,154.440002,146.259995,147.089996,13632000,36.772499
2011-07-22,147.929993,151.919998,147.240005,150.410004,8096000,37.602501
2011-07-25,148.710007,151.639999,148.509995,149.630005,4981600,37.407501
2011-07-26,150.0,152.610001,148.059998,151.75,7111600,37.9375
2011-07-27,151.169998,151.190002,145.029999,145.389999,9347600,36.3475
2011-07-28,146.300003,147.589996,144.25,146.100006,8042800,36.525002
2011-07-29,144.669998,145.979996,141.600006,144.710007,7013600,36.177502
2011-08-01,148.570007,148.940002,142.5,145.660004,7644400,36.415001
2011-08-02,144.570007,148.570007,143.190002,143.259995,7222800,35.814999
2011-08-03,145.110001,146.339996,137.169998,143.979996,10394000,35.994999
2011-08-04,142.509995,142.990005,135.199997,135.429993,10842400,33.857498
2011-08-05,139.279999,140.389999,129.979996,135.690002,12984800,33.922501
2011-08-08,132.289993,133.919998,123.790001,124.93,13323600,31.2325
2011-08-09,127.050003,132.610001,123.230003,132.509995,13769200,33.127499
2011-08-10,129.600006,132.270004,127.110001,128.229996,12761600,32.057499
2011-08-11,129.630005,136.720001,128.190002,134.550003,10658000,33.637501
2011-08-12,135.899994,136.479996,132.970001,134.080002,8325200,33.52
2011-08-15,136.419998,137.929993,134.100006,137.369995,7332000,34.342499
2011-08-16,137.979996,138.350006,130.0,133.169998,13100800,33.2925
2011-08-17,132.929993,133.75,123.879997,126.309998,18484000,31.577499
2011-08-18,122.860001,123.150002,112.620003,114.059998,30688000,28.514999
2011-08-19,117.720001,123.849998,110.739998,111.0,38495200,27.75
2011-08-22,114.260002,116.209999,109.220001,110.860001,20048000,27.715
2011-08-23,112.449997,118.690002,111.129997,118.660004,14463600,29.665001
2011-08-24,117.519997,118.5,114.510002,116.419998,15206800,29.105
2011-08-25,115.639999,117.360001,111.620003,112.470001,12771200,28.1175
2011-08-26,111.480003,118.019997,111.059998,117.5,13376400,29.375
2011-08-29,118.82,127.190002,118.25,126.580002,16174800,31.645
2011-08-30,125.260002,125.300003,120.349998,123.459999,14607600,30.865
2011-08-31,125.779999,130.0,125.57,128.75,19376400,32.1875
2011-09-01,128.720001,130.029999,126.449997,127.0,12228000,31.75
2011-09-02,124.010002,125.510002,121.599998,123.610001,11555200,30.9025
2011-09-06,119.550003,122.0,116.720001,120.93,14421600,30.2325
2011-09-07,124.349998,126.160004,122.5,125.459999,8539600,31.365
2011-09-08,124.480003,127.339996,123.889999,124.889999,8763200,31.2225
2011-09-09,123.349998,125.330002,122.110001,123.230003,12544800,30.807501
2011-09-12,121.290001,123.989998,119.730003,123.739998,9336800,30.934999
2011-09-13,123.769997,127.0,122.370003,126.580002,8593600,31.645
2011-09-14,126.940002,132.190002,124.769997,130.360001,10766000,32.59
2011-09-15,130.360001,133.779999,129.179993,132.220001,12299200,33.055
2011-09-16,132.460007,136.630005,132.399994,136.559998,22376400,34.139999
2011-09-19,133.679993,136.990005,132.089996,136.080002,10086000,34.02
2011-09-20,135.429993,135.910004,127.980003,128.410004,14564000,32.102501
2011-09-21,129.600006,132.25,125.529999,126.669998,13832800,31.6675
2011-09-22,120.519997,120.519997,114.779999,117.339996,19255200,29.334999
2011-09-23,117.470001,120.830002,117.160004,120.300003,10136000,30.075001
2011-09-26,120.529999,121.540001,114.5,121.18,13437600,30.295
2011-09-27,124.620003,127.260002,124.010002,124.75,11302400,31.1875
2011-09-28,124.720001,125.839996,120.379997,120.809998,9180400,30.202499
2011-09-29,123.879997,124.5,116.029999,119.550003,9748400,29.887501
2011-09-30,115.970001,118.330002,113.059998,114.279999,12290400,28.57
2011-10-03,112.980003,115.5,111.5,111.910004,10690400,27.977501
2011-10-04,109.82,117.959999,109.279999,117.599998,13187200,29.4
2011-10-05,114.940002,118.0,113.0,117.25,12980800,29.3125
2011-10-06,117.669998,122.690002,115.800003,122.0,13020400,30.5
2011-10-07,122.510002,123.389999,119.970001,120.959999,8627200,30.24
2011-10-10,122.910004,126.290001,122.760002,125.730003,8018800,31.432501
2011-10-11,123.790001,130.0,123.510002,127.589996,9520800,31.897499
2011-10-12,128.320007,131.229996,127.099998,127.260002,8664800,31.815001
2011-10-13,126.519997,129.960007,126.050003,129.550003,6344000,32.387501
2011-10-14,131.800003,132.479996,129.130005,131.800003,7864000,32.950001
2011-10-17,129.75,131.619995,126.290001,126.720001,7901600,31.68
2011-10-18,126.139999,130.839996,123.0,129.539993,9135200,32.384998
2011-10-19,128.570007,131.619995,126.709999,127.370003,7756000,31.842501
2011-10-20,126.809998,129.460007,124.559998,127.68,6074800,31.92
2011-10-21,129.089996,129.820007,126.709999,129.289993,6832400,32.322498
2011-10-24,126.910004,132.949997,126.910004,132.529999,8055200,33.1325
2011-10-25,130.580002,131.850006,128.600006,129.559998,8303200,32.389999
2011-10-26,129.839996,130.119995,120.239998,123.559998,21834400,30.889999
2011-10-27,127.980003,134.940002,127.050003,133.360001,21904800,33.34
2011-10-28,131.789993,139.75,131.059998,139.139999,15308400,34.785
2011-10-31,134.940002,136.919998,133.169998,133.169998,7856800,33.2925
2011-11-01,129.399994,131.779999,126.739998,130.350006,12992400,32.587502
2011-11-02,132.559998,132.600006,127.739998,129.839996,10990800,32.459999
2011-11-03,131.759995,133.410004,128.449997,133.050003,8057600,33.262501
2011-11-04,132.039993,132.929993,130.009995,131.330002,4981600,32.8325
2011-11-07,130.779999,134.690002,130.100006,133.339996,7201200,33.334999
2011-11-08,134.889999,135.270004,132.149994,134.130005,6369600,33.532501
2011-11-09,130.949997,133.360001,128.270004,128.75,8173200,32.1875
2011-11-10,130.639999,130.929993,125.050003,127.809998,7618400,31.952499
2011-11-11,130.009995,131.5,128.800003,129.869995,7108400,32.467499
2011-11-14,133.740005,136.210007,132.050003,133.520004,12706800,33.380001
2011-11-15,135.050003,137.369995,133.0,136.600006,10642800,34.150002
2011-11-16,135.440002,136.360001,130.809998,131.759995,10648000,32.939999
2011-11-17,133.639999,133.639999,124.269997,126.089996,26553600,31.522499
2011-11-18,119.449997,120.0,111.080002,113.43,48698000,28.3575
2011-11-21,111.949997,114.43,105.059998,111.980003,28432800,27.995001
2011-11-22,111.169998,112.610001,106.989998,108.25,16068800,27.0625
2011-11-23,106.870003,107.720001,104.0,105.790001,16027600,26.4475
2011-11-25,103.480003,106.889999,103.379997,104.93,7435200,26.2325
2011-11-28,109.129997,113.419998,109.129997,111.18,17562400,27.795
2011-11-29,111.290001,112.849998,110.110001,110.589996,12251200,27.647499
2011-11-30,114.980003,118.480003,113.970001,118.419998,17102400,29.605
2011-12-01,116.050003,119.360001,115.519997,118.379997,12666800,29.594999
2011-12-02,118.980003,120.650002,118.050003,119.639999,9842800,29.91
2011-12-05,122.93,128.449997,122.25,125.010002,20778400,31.252501
2011-12-06,124.849998,126.0,122.910004,123.32,12810000,30.83
2011-12-07,122.599998,123.260002,120.690002,122.589996,7630400,30.647499
2011-12-08,121.489998,124.0,120.330002,120.629997,7983600,30.157499
2011-12-09,120.93,124.220001,120.0,123.879997,8000000,30.969999
2011-12-12,118.769997,120.0,114.239998,116.07,15026800,29.0175
2011-12-13,117.730003,118.620003,112.57,113.330002,11335200,28.3325
2011-12-14,112.160004,112.160004,107.300003,108.370003,15540800,27.092501
2011-12-15,110.190002,110.480003,104.919998,106.709999,13297600,26.6775
2011-12-16,107.790001,109.309998,106.610001,107.059998,12270000,26.764999
2011-12-19,107.07,107.68,102.959999,103.470001,9168400,25.8675
2011-12-20,106.040001,106.040001,102.360001,104.32,14539600,26.08
2011-12-21,99.650002,99.989998,94.089996,99.029999,39458400,24.7575
2011-12-22,99.480003,100.940002,96.050003,100.339996,18088800,25.084999
2011-12-23,100.190002,101.050003,97.379997,98.019997,9992800,24.504999
2011-12-27,97.959999,101.790001,97.959999,100.290001,15964400,25.0725
2011-12-28,100.0,100.949997,98.739998,100.129997,8098000,25.032499
2011-12-29,100.110001,102.440002,99.519997,102.190002,8962800,25.547501
2011-12-30,102.059998,103.099998,101.300003,101.459999,8144400,25.365
2012-01-03,104.18,106.040001,100.900002,101.199997,12983600,25.299999
2012-01-04,98.989998,99.5,96.279999,97.480003,19788400,24.370001
2012-01-05,96.940002,99.949997,95.160004,98.769997,14988800,24.692499
2012-01-06,98.980003,101.25,96.849998,101.059998,17464400,25.264999
2012-01-09,100.82,101.839996,99.529999,100.75,13761600,25.1875
2012-01-10,102.779999,104.809998,101.660004,104.790001,17688400,26.1975
2012-01-11,105.480003,107.699997,105.010002,105.82,14204000,26.455
2012-01-12,105.589996,106.389999,104.5,105.68,6792000,26.42
2012-01-13,104.599998,104.860001,102.669998,103.900002,8543600,25.975
2012-01-17,104.230003,105.989998,102.879997,103.440002,7567600,25.860001
2012-01-18,103.389999,108.260002,102.269997,107.699997,11434400,26.924999
2012-01-19,111.349998,115.879997,111.349998,114.510002,20426000,28.627501
2012-01-20,113.470001,115.290001,112.599998,114.190002,9362800,28.547501
2012-01-23,114.220001,117.099998,113.089996,114.75,9100000,28.6875
2012-01-24,114.870003,117.830002,114.610001,117.529999,7864000,29.3825
2012-01-25,118.639999,118.639999,115.830002,118.139999,6836000,29.535
2012-01-26,119.400002,119.970001,115.540001,116.220001,6778000,29.055
2012-01-27,115.25,118.080002,114.809998,116.599998,5397600,29.15
2012-01-30,115.720001,117.349998,114.519997,115.57,10216800,28.8925
2012-01-31,117.080002,117.360001,114.650002,116.800003,5320800,29.200001
2012-02-01,117.349998,119.989998,115.620003,119.32,7516800,29.83
2012-02-02,118.949997,120.449997,117.050003,118.279999,8062800,29.57
2012-02-03,119.339996,124.790001,119.339996,124.099998,11595600,31.025
2012-02-06,123.209999,124.650002,122.400002,123.230003,6050000,30.807501
2012-02-07,122.839996,123.900002,121.82,122.800003,5415600,30.700001
2012-02-08,123.32,123.940002,120.870003,123.800003,5908000,30.950001
2012-02-09,123.419998,127.699997,123.129997,125.610001,9218800,31.4025
2012-02-10,128.110001,130.100006,126.919998,128.440002,16473600,32.110001
2012-02-13,129.800003,133.330002,129.399994,132.229996,17785600,33.057499
2012-02-14,132.149994,134.729996,129.899994,131.600006,10091600,32.900002
2012-02-15,132.309998,133.529999,129.929993,130.619995,9466000,32.654999
2012-02-16,131.080002,132.0,128.880005,131.75,10111200,32.9375
2012-02-17,132.449997,133.0,129.139999,129.169998,9880400,32.2925
2012-02-21,130.550003,130.949997,126.769997,127.610001,10157600,31.9025
2012-02-22,129.020004,129.800003,127.739998,128.070007,7881200,32.017502
2012-02-23,128.0,132.0,127.050003,131.770004,20930800,32.942501
2012-02-24,145.539993,146.259995,139.75,143.639999,58348400,35.91
2012-02-27,140.729996,144.289993,140.009995,143.350006,15408000,35.837502
2012-02-28,141.0,143.5,141.0,143.460007,11445200,35.865002
2012-02-29,142.949997,145.0,142.169998,143.160004,10067200,35.790001
2012-03-01,143.979996,145.589996,142.020004,144.979996,9913600,36.244999
2012-03-02,143.990005,146.0,143.509995,143.789993,9123200,35.947498
2012-03-05,143.410004,143.419998,140.210007,142.080002,7858400,35.52
