Date,Open,High,Low,Close,Volume,Adj Close
2014-08-28,0.209,0.209,0.209,0.209,0,0.209
2014-08-29,0.209,0.209,0.209,0.209,0,0.209
2014-09-01,0.209,0.209,0.209,0.209,0,0.209
2014-09-02,0.209,0.209,0.209,0.209,0,0.209
2014-09-03,0.209,0.209,0.209,0.209,0,0.209
2014-09-04,0.209,0.209,0.209,0.209,0,0.209
2014-09-05,0.209,0.209,0.209,0.209,0,0.209
2014-09-08,0.209,0.209,0.209,0.209,0,0.209
2014-09-09,0.209,0.209,0.209,0.209,0,0.209
2014-09-10,0.209,0.209,0.209,0.209,0,0.209
2014-09-11,0.209,0.209,0.209,0.209,0,0.209
2014-09-12,0.209,0.209,0.209,0.209,0,0.209
2014-09-15,0.209,0.209,0.209,0.209,0,0.209
2014-09-16,0.209,0.209,0.209,0.209,0,0.209
2014-09-17,0.209,0.209,0.209,0.209,0,0.209
2014-09-18,0.209,0.209,0.209,0.209,0,0.209
2014-09-19,0.209,0.209,0.209,0.209,0,0.209
2014-09-22,0.209,0.209,0.209,0.209,0,0.209
2014-09-23,0.209,0.209,0.209,0.209,0,0.209
2014-09-24,0.209,0.209,0.209,0.209,0,0.209
2014-09-25,0.209,0.209,0.209,0.209,0,0.209
2014-09-26,0.209,0.209,0.209,0.209,0,0.209
2014-09-29,0.209,0.209,0.209,0.209,0,0.209
2014-09-30,0.209,0.209,0.209,0.209,0,0.209
2014-10-01,0.209,0.209,0.209,0.209,0,0.209
2014-10-02,0.209,0.209,0.209,0.209,0,0.209
2014-10-03,0.209,0.209,0.209,0.209,0,0.209
2014-10-06,0.209,0.209,0.209,0.209,0,0.209
2014-10-07,0.209,0.209,0.209,0.209,0,0.209
2014-10-08,0.209,0.209,0.209,0.209,0,0.209
2014-10-09,0.19,0.19,0.19,0.19,2000,0.19
2014-10-10,0.19,0.19,0.19,0.19,0,0.19
2014-10-13,0.205,0.205,0.205,0.205,2000,0.205
2014-10-14,0.205,0.205,0.205,0.205,0,0.205
2014-10-15,0.205,0.205,0.205,0.205,0,0.205
2014-10-16,0.205,0.205,0.205,0.205,0,0.205
2014-10-17,0.205,0.205,0.205,0.205,0,0.205
2014-10-20,0.205,0.205,0.205,0.205,0,0.205
2014-10-21,0.205,0.205,0.205,0.205,0,0.205
2014-10-22,0.185,0.185,0.185,0.185,5000,0.185
2014-10-23,0.185,0.185,0.185,0.185,0,0.185
2014-10-24,0.185,0.185,0.185,0.185,0,0.185
2014-10-27,0.185,0.185,0.185,0.185,0,0.185
2014-10-28,0.185,0.185,0.185,0.185,0,0.185
2014-10-29,0.185,0.185,0.185,0.185,0,0.185
2014-10-30,0.2,0.2,0.2,0.2,500,0.2
2014-10-31,0.215,0.215,0.215,0.215,200,0.215
2014-11-03,0.215,0.215,0.215,0.215,0,0.215
2014-11-04,0.195,0.195,0.195,0.195,2000,0.195
2014-11-05,0.195,0.195,0.195,0.195,0,0.195
2014-11-06,0.195,0.195,0.195,0.195,0,0.195
2014-11-07,0.195,0.195,0.195,0.195,0,0.195
2014-11-10,0.195,0.195,0.195,0.195,0,0.195
2014-11-11,0.176,0.198,0.176,0.198,11100,0.198
2014-11-12,0.198,0.198,0.198,0.198,0,0.198
2014-11-13,0.198,0.198,0.198,0.198,0,0.198
2014-11-14,0.198,0.198,0.198,0.198,0,0.198
2014-11-17,0.198,0.198,0.198,0.198,0,0.198
2014-11-18,0.198,0.198,0.198,0.198,0,0.198
2014-11-19,0.198,0.198,0.198,0.198,0,0.198
2014-11-20,0.198,0.198,0.198,0.198,0,0.198
2014-11-21,0.198,0.198,0.198,0.198,0,0.198
2014-11-24,0.198,0.198,0.198,0.198,0,0.198
2014-11-25,0.198,0.198,0.198,0.198,0,0.198
2014-11-26,0.198,0.198,0.198,0.198,0,0.198
2014-11-27,0.198,0.198,0.198,0.198,0,0.198
2014-11-28,0.198,0.198,0.198,0.198,0,0.198
2014-12-01,0.198,0.198,0.198,0.198,0,0.198
2014-12-02,0.198,0.198,0.198,0.198,0,0.198
2014-12-03,0.198,0.198,0.198,0.198,0,0.198
2014-12-04,0.198,0.198,0.198,0.198,0,0.198
2014-12-05,0.198,0.198,0.198,0.198,0,0.198
2014-12-08,0.198,0.198,0.198,0.198,0,0.198
2014-12-09,0.198,0.198,0.198,0.198,0,0.198
2014-12-10,0.198,0.198,0.198,0.198,0,0.198
2014-12-11,0.198,0.198,0.198,0.198,0,0.198
2014-12-12,0.198,0.198,0.198,0.198,0,0.198
2014-12-15,0.203,0.203,0.203,0.203,20000,0.203
2014-12-16,0.203,0.203,0.203,0.203,0,0.203
2014-12-17,0.203,0.203,0.203,0.203,0,0.203
2014-12-18,0.203,0.203,0.203,0.203,0,0.203
2014-12-19,0.203,0.203,0.203,0.203,0,0.203
2014-12-22,0.203,0.203,0.203,0.203,0,0.203
2014-12-23,0.203,0.203,0.203,0.203,0,0.203
2014-12-24,0.203,0.203,0.203,0.203,0,0.203
2014-12-25,0.203,0.203,0.203,0.203,0,0.203
2014-12-26,0.203,0.203,0.203,0.203,0,0.203
2014-12-29,0.203,0.203,0.203,0.203,0,0.203
2014-12-30,0.203,0.203,0.203,0.203,0,0.203
2014-12-31,0.203,0.203,0.203,0.203,0,0.203
2015-01-01,0.203,0.203,0.203,0.203,0,0.203
2015-01-02,0.203,0.203,0.203,0.203,0,0.203
2015-01-05,0.203,0.203,0.203,0.203,0,0.203
2015-01-06,0.203,0.203,0.203,0.203,0,0.203
2015-01-07,0.203,0.203,0.203,0.203,0,0.203
2015-01-08,0.203,0.203,0.203,0.203,0,0.203
2015-01-09,0.203,0.203,0.203,0.203,0,0.203
2015-01-12,0.203,0.203,0.203,0.203,0,0.203
2015-01-13,0.203,0.203,0.203,0.203,0,0.203
2015-01-14,0.203,0.203,0.203,0.203,0,0.203
2015-01-15,0.203,0.203,0.203,0.203,0,0.203
2015-01-16,0.203,0.203,0.203,0.203,0,0.203
2015-01-19,0.203,0.203,0.203,0.203,0,0.203
2015-01-20,0.183,0.183,0.183,0.183,4000,0.183
2015-01-21,0.183,0.183,0.183,0.183,0,0.183
2015-01-22,0.165,0.186,0.165,0.186,5000,0.186
2015-01-23,0.186,0.186,0.186,0.186,0,0.186
2015-01-26,0.186,0.186,0.186,0.186,0,0.186
2015-01-27,0.186,0.186,0.186,0.186,0,0.186
2015-01-28,0.186,0.186,0.186,0.186,0,0.186
2015-01-29,0.186,0.186,0.186,0.186,0,0.186
2015-01-30,0.186,0.186,0.186,0.186,0,0.186
2015-02-02,0.186,0.186,0.186,0.186,0,0.186
2015-02-03,0.186,0.186,0.186,0.186,0,0.186
2015-02-04,0.186,0.186,0.186,0.186,0,0.186
2015-02-05,0.186,0.186,0.186,0.186,0,0.186
2015-02-06,0.186,0.186,0.186,0.186,0,0.186
2015-02-09,0.186,0.186,0.186,0.186,0,0.186
2015-02-10,0.186,0.186,0.186,0.186,0,0.186
2015-02-11,0.186,0.186,0.186,0.186,0,0.186
2015-02-12,0.186,0.186,0.186,0.186,0,0.186
2015-02-13,0.186,0.186,0.186,0.186,0,0.186
2015-02-16,0.186,0.186,0.186,0.186,0,0.186
2015-02-17,0.186,0.186,0.186,0.186,0,0.186
2015-02-18,0.186,0.186,0.186,0.186,0,0.186
2015-02-19,0.186,0.186,0.186,0.186,0,0.186
2015-02-20,0.186,0.186,0.186,0.186,0,0.186
2015-02-23,0.186,0.186,0.186,0.186,0,0.186
2015-02-24,0.186,0.186,0.186,0.186,0,0.186
2015-02-25,0.186,0.186,0.186,0.186,0,0.186
2015-02-26,0.186,0.186,0.186,0.186,0,0.186
2015-02-27,0.186,0.186,0.186,0.186,0,0.186
2015-03-02,0.186,0.186,0.186,0.186,0,0.186
2015-03-03,0.186,0.186,0.186,0.186,0,0.186
2015-03-04,0.186,0.186,0.186,0.186,0,0.186
2015-03-05,0.186,0.186,0.186,0.186,0,0.186
2015-03-06,0.186,0.186,0.186,0.186,0,0.186
2015-03-09,0.186,0.186,0.186,0.186,0,0.186
2015-03-10,0.168,0.18,0.168,0.18,4700,0.18
2015-03-11,0.18,0.18,0.18,0.18,0,0.18
2015-03-12,0.18,0.18,0.18,0.18,0,0.18
2015-03-13,0.18,0.18,0.18,0.18,0,0.18
2015-03-16,0.18,0.18,0.18,0.18,0,0.18
2015-03-17,0.18,0.18,0.18,0.18,0,0.18
2015-03-18,0.18,0.18,0.18,0.18,0,0.18
2015-03-19,0.18,0.18,0.18,0.18,0,0.18
2015-03-20,0.18,0.18,0.18,0.18,0,0.18
2015-03-23,0.18,0.18,0.18,0.18,0,0.18
2015-03-24,0.18,0.18,0.18,0.18,0,0.18
2015-03-25,0.18,0.18,0.18,0.18,0,0.18
2015-03-26,0.18,0.18,0.18,0.18,0,0.18
2015-03-27,0.18,0.18,0.18,0.18,0,0.18
2015-03-30,0.18,0.18,0.18,0.18,0,0.18
2015-03-31,0.18,0.18,0.18,0.18,0,0.18
2015-04-01,0.18,0.18,0.18,0.18,0,0.18
2015-04-02,0.18,0.18,0.18,0.18,0,0.18
2015-04-03,0.18,0.18,0.18,0.18,0,0.18
2015-04-06,0.18,0.18,0.18,0.18,0,0.18
2015-04-07,0.18,0.18,0.18,0.18,0,0.18
2015-04-08,0.18,0.18,0.18,0.18,0,0.18
2015-04-09,0.18,0.18,0.18,0.18,0,0.18
2015-04-10,0.18,0.18,0.18,0.18,0,0.18
2015-04-13,0.18,0.18,0.18,0.18,0,0.18
2015-04-14,0.18,0.18,0.18,0.18,0,0.18
2015-04-15,0.18,0.18,0.18,0.18,0,0.18
2015-04-16,0.18,0.18,0.18,0.18,0,0.18
2015-04-17,0.162,0.172,0.162,0.172,10100,0.172
2015-04-20,0.155,0.155,0.155,0.155,9300,0.155
2015-04-21,0.14,0.169,0.126,0.135,5200,0.135
2015-04-22,0.123,0.148,0.123,0.124,16000,0.124
2015-04-23,0.136,0.136,0.124,0.124,13000,0.124
2015-04-24,0.136,0.147,0.136,0.147,1500,0.147
2015-04-27,0.147,0.147,0.147,0.147,0,0.147
2015-04-28,0.147,0.147,0.147,0.147,0,0.147
2015-04-29,0.147,0.147,0.147,0.147,0,0.147
2015-04-30,0.133,0.161,0.133,0.161,5000,0.161
2015-05-01,0.161,0.161,0.161,0.161,0,0.161
2015-05-04,0.161,0.161,0.161,0.161,0,0.161
2015-05-05,0.129,0.156,0.129,0.156,1600,0.156
2015-05-06,0.156,0.156,0.156,0.156,0,0.156
2015-05-07,0.156,0.156,0.156,0.156,0,0.156
2015-05-08,0.156,0.156,0.156,0.156,0,0.156
2015-05-11,0.169,0.169,0.169,0.169,0,0.169
2015-05-12,0.169,0.169,0.169,0.169,0,0.169
2015-05-13,0.169,0.169,0.169,0.169,0,0.169
2015-05-14,0.169,0.169,0.169,0.169,0,0.169
2015-05-15,0.169,0.169,0.169,0.169,0,0.169
2015-05-18,0.169,0.169,0.169,0.169,0,0.169
2015-05-19,0.169,0.169,0.169,0.169,0,0.169
2015-05-20,0.169,0.169,0.169,0.169,0,0.169
2015-05-21,0.169,0.169,0.169,0.169,0,0.169
2015-05-22,0.169,0.169,0.169,0.169,0,0.169
2015-05-25,0.169,0.169,0.169,0.169,0,0.169
2015-05-26,0.169,0.169,0.169,0.169,0,0.169
2015-05-27,0.169,0.169,0.169,0.169,0,0.169
2015-05-28,0.169,0.169,0.169,0.169,0,0.169
2015-05-29,0.169,0.169,0.169,0.169,0,0.169
2015-06-01,0.169,0.169,0.169,0.169,0,0.169
2015-06-02,0.169,0.169,0.169,0.169,0,0.169
2015-06-03,0.169,0.169,0.169,0.169,0,0.169
2015-06-04,0.169,0.169,0.169,0.169,0,0.169
2015-06-05,0.169,0.169,0.169,0.169,0,0.169
2015-06-08,0.169,0.169,0.169,0.169,0,0.169
2015-06-09,0.169,0.169,0.169,0.169,0,0.169
2015-06-10,0.169,0.169,0.169,0.169,0,0.169
2015-06-11,0.169,0.169,0.169,0.169,0,0.169
2015-06-12,0.169,0.169,0.169,0.169,0,0.169
2015-06-15,0.169,0.169,0.169,0.169,0,0.169
2015-06-16,0.169,0.169,0.169,0.169,0,0.169
2015-06-17,0.169,0.169,0.169,0.169,0,0.169
2015-06-18,0.169,0.169,0.169,0.169,0,0.169
2015-06-19,0.169,0.169,0.169,0.169,0,0.169
2015-06-22,0.169,0.169,0.169,0.169,0,0.169
2015-06-23,0.169,0.169,0.169,0.169,0,0.169
2015-06-24,0.169,0.169,0.169,0.169,0,0.169
2015-06-25,0.169,0.169,0.169,0.169,0,0.169
2015-06-26,0.169,0.169,0.169,0.169,0,0.169
2015-06-29,0.169,0.169,0.169,0.169,0,0.169
2015-06-30,0.169,0.169,0.169,0.169,0,0.169
2015-07-01,0.169,0.169,0.169,0.169,0,0.169
2015-07-02,0.169,0.169,0.169,0.169,0,0.169
2015-07-03,0.169,0.169,0.169,0.169,0,0.169
2015-07-06,0.169,0.169,0.169,0.169,0,0.169
2015-07-07,0.169,0.169,0.169,0.169,0,0.169
2015-07-08,0.169,0.169,0.169,0.169,0,0.169
2015-07-09,0.169,0.169,0.169,0.169,0,0.169
2015-07-10,0.169,0.169,0.169,0.169,0,0.169
2015-07-13,0.169,0.169,0.169,0.169,0,0.169
2015-07-14,0.169,0.169,0.169,0.169,0,0.169
2015-07-15,0.169,0.169,0.169,0.169,0,0.169
2015-07-16,0.169,0.169,0.169,0.169,0,0.169
2015-07-17,0.169,0.169,0.169,0.169,0,0.169
2015-07-20,0.169,0.169,0.169,0.169,0,0.169
2015-07-21,0.169,0.169,0.169,0.169,0,0.169
2015-07-22,0.169,0.169,0.169,0.169,0,0.169
2015-07-23,0.169,0.169,0.169,0.169,0,0.169
2015-07-24,0.169,0.169,0.169,0.169,0,0.169
2015-07-27,0.169,0.169,0.169,0.169,0,0.169
2015-07-28,0.169,0.169,0.169,0.169,0,0.169
2015-07-29,0.169,0.169,0.169,0.169,0,0.169
2015-07-30,0.169,0.169,0.169,0.169,0,0.169
2015-07-31,0.169,0.169,0.169,0.169,0,0.169
2015-08-03,0.169,0.169,0.169,0.169,0,0.169
2015-08-04,0.169,0.169,0.169,0.169,0,0.169
2015-08-05,0.169,0.169,0.169,0.169,0,0.169
2015-08-06,0.169,0.169,0.169,0.169,0,0.169
2015-08-07,0.169,0.169,0.169,0.169,0,0.169
2015-08-10,0.169,0.169,0.169,0.169,0,0.169
2015-08-11,0.169,0.169,0.169,0.169,0,0.169
2015-08-12,0.169,0.169,0.169,0.169,0,0.169
2015-08-13,0.169,0.169,0.169,0.169,0,0.169
2015-08-14,0.169,0.169,0.169,0.169,0,0.169
2015-08-17,0.169,0.169,0.169,0.169,0,0.169
2015-08-18,0.169,0.169,0.169,0.169,0,0.169
2015-08-19,0.169,0.169,0.169,0.169,0,0.169
2015-08-20,0.169,0.169,0.169,0.169,0,0.169
2015-08-21,0.169,0.169,0.169,0.169,0,0.169
2015-08-24,0.169,0.169,0.169,0.169,0,0.169
2015-08-25,0.169,0.169,0.169,0.169,0,0.169
2015-08-26,0.169,0.169,0.169,0.169,0,0.169
2015-08-27,0.169,0.169,0.169,0.169,0,0.169
2015-08-28,0.169,0.169,0.169,0.169,0,0.169
2015-08-31,0.169,0.169,0.169,0.169,0,0.169
2015-09-01,0.169,0.169,0.169,0.169,0,0.169
2015-09-02,0.169,0.169,0.169,0.169,0,0.169
2015-09-03,0.169,0.169,0.169,0.169,0,0.169
2015-09-04,0.169,0.169,0.169,0.169,0,0.169
2015-09-07,0.169,0.169,0.169,0.169,0,0.169
2015-09-08,0.169,0.169,0.169,0.169,0,0.169
2015-09-09,0.169,0.169,0.169,0.169,0,0.169
2015-09-10,0.169,0.169,0.169,0.169,0,0.169
2015-09-11,0.169,0.169,0.169,0.169,0,0.169
2015-09-14,0.169,0.169,0.169,0.169,0,0.169
2015-09-15,0.169,0.169,0.169,0.169,0,0.169
2015-09-16,0.169,0.169,0.169,0.169,0,0.169
2015-09-17,0.169,0.169,0.169,0.169,0,0.169
2015-09-18,0.169,0.169,0.169,0.169,0,0.169
2015-09-21,0.169,0.169,0.169,0.169,0,0.169
2015-09-22,0.169,0.169,0.169,0.169,0,0.169
2015-09-23,0.169,0.169,0.169,0.169,0,0.169
2015-09-24,0.169,0.169,0.169,0.169,0,0.169
2015-09-25,0.169,0.169,0.169,0.169,0,0.169
2015-09-28,0.169,0.169,0.169,0.169,0,0.169
2015-09-29,0.169,0.169,0.169,0.169,0,0.169
2015-09-30,0.169,0.169,0.169,0.169,0,0.169
2015-10-01,0.169,0.169,0.169,0.169,0,0.169
2015-10-02,0.169,0.169,0.169,0.169,0,0.169
2015-10-05,0.169,0.169,0.169,0.169,0,0.169
2015-10-06,0.169,0.169,0.169,0.169,0,0.169
2015-10-07,0.169,0.169,0.169,0.169,0,0.169
2015-10-08,0.169,0.169,0.169,0.169,0,0.169
2015-10-09,0.169,0.169,0.169,0.169,0,0.169
2015-10-12,0.169,0.169,0.169,0.169,0,0.169
2015-10-13,0.169,0.169,0.169,0.169,0,0.169
2015-10-14,0.169,0.169,0.169,0.169,0,0.169
2015-10-15,0.169,0.169,0.169,0.169,0,0.169
2015-10-16,0.169,0.169,0.169,0.169,0,0.169
2015-10-19,0.169,0.169,0.169,0.169,0,0.169
2015-10-20,0.169,0.169,0.169,0.169,0,0.169
2015-10-21,0.169,0.169,0.169,0.169,0,0.169
2015-10-22,0.136,0.136,0.136,0.136,9200,0.136
2015-10-23,0.136,0.148,0.136,0.148,2100,0.148
2015-10-26,0.148,0.148,0.148,0.148,0,0.148
2015-10-27,0.148,0.148,0.148,0.148,0,0.148
2015-10-28,0.148,0.148,0.148,0.148,0,0.148
2015-10-29,0.148,0.148,0.148,0.148,0,0.148
2015-10-30,0.148,0.148,0.148,0.148,0,0.148
2015-11-02,0.148,0.148,0.148,0.148,0,0.148
2015-11-03,0.148,0.148,0.148,0.148,0,0.148
2015-11-04,0.148,0.148,0.148,0.148,0,0.148
2015-11-05,0.148,0.148,0.148,0.148,0,0.148
2015-11-06,0.148,0.148,0.148,0.148,0,0.148
2015-11-09,0.148,0.148,0.148,0.148,0,0.148
2015-11-10,0.148,0.148,0.148,0.148,0,0.148
2015-11-11,0.148,0.148,0.148,0.148,0,0.148
2015-11-12,0.148,0.148,0.148,0.148,0,0.148
2015-11-13,0.148,0.148,0.148,0.148,0,0.148
2015-11-16,0.148,0.148,0.148,0.148,0,0.148
2015-11-17,0.148,0.148,0.148,0.148,0,0.148
2015-11-18,0.148,0.148,0.148,0.148,0,0.148
2015-11-19,0.148,0.148,0.148,0.148,0,0.148
2015-11-20,0.148,0.148,0.148,0.148,0,0.148
2015-11-23,0.148,0.148,0.148,0.148,0,0.148
2015-11-24,0.148,0.148,0.148,0.148,0,0.148
2015-11-25,0.148,0.148,0.148,0.148,0,0.148
2015-11-26,0.148,0.148,0.148,0.148,0,0.148
2015-11-27,0.148,0.148,0.148,0.148,0,0.148
2015-11-30,0.148,0.148,0.148,0.148,0,0.148
2015-12-01,0.148,0.148,0.148,0.148,0,0.148
2015-12-02,0.148,0.148,0.148,0.148,0,0.148
2015-12-03,0.148,0.148,0.148,0.148,0,0.148
2015-12-04,0.148,0.148,0.148,0.148,0,0.148
2015-12-07,0.148,0.148,0.148,0.148,0,0.148
2015-12-08,0.148,0.148,0.148,0.148,0,0.148
2015-12-09,0.148,0.148,0.148,0.148,0,0.148
2015-12-10,0.148,0.148,0.148,0.148,0,0.148
2015-12-11,0.148,0.148,0.148,0.148,0,0.148
2015-12-14,0.148,0.148,0.148,0.148,0,0.148
2015-12-15,0.148,0.148,0.148,0.148,0,0.148
2015-12-16,0.148,0.148,0.148,0.148,0,0.148
2015-12-17,0.148,0.148,0.148,0.148,0,0.148
2015-12-18,0.148,0.148,0.148,0.148,0,0.148
2015-12-21,0.148,0.148,0.148,0.148,0,0.148
2015-12-22,0.148,0.148,0.148,0.148,0,0.148
2015-12-23,0.148,0.148,0.148,0.148,0,0.148
2015-12-24,0.148,0.148,0.148,0.148,0,0.148
2015-12-25,0.148,0.148,0.148,0.148,0,0.148
2015-12-28,0.148,0.148,0.148,0.148,0,0.148
2015-12-29,0.148,0.148,0.148,0.148,0,0.148
2015-12-30,0.148,0.148,0.148,0.148,0,0.148
2015-12-31,0.148,0.148,0.148,0.148,0,0.148
2016-01-01,0.148,0.148,0.148,0.148,0,0.148
2016-01-04,0.148,0.148,0.148,0.148,0,0.148
2016-01-05,0.148,0.148,0.148,0.148,0,0.148
2016-01-06,0.148,0.148,0.148,0.148,0,0.148
2016-01-07,0.148,0.148,0.148,0.148,0,0.148
2016-01-08,0.148,0.148,0.148,0.148,0,0.148
2016-01-11,0.148,0.148,0.148,0.148,0,0.148
2016-01-12,0.148,0.148,0.148,0.148,0,0.148
2016-01-13,0.148,0.148,0.148,0.148,0,0.148
2016-01-14,0.148,0.148,0.148,0.148,0,0.148
2016-01-15,0.148,0.148,0.148,0.148,0,0.148
2016-01-18,0.148,0.148,0.148,0.148,0,0.148
2016-01-19,0.148,0.148,0.148,0.148,0,0.148
2016-01-20,0.148,0.148,0.148,0.148,0,0.148
2016-01-21,0.148,0.148,0.148,0.148,0,0.148
2016-01-22,0.148,0.148,0.148,0.148,0,0.148
2016-01-25,0.148,0.148,0.148,0.148,0,0.148
2016-01-26,0.148,0.148,0.148,0.148,0,0.148
2016-01-27,0.148,0.148,0.148,0.148,0,0.148
2016-01-28,0.148,0.148,0.148,0.148,0,0.148
2016-01-29,0.148,0.148,0.148,0.148,0,0.148
2016-02-01,0.148,0.148,0.148,0.148,0,0.148
2016-02-02,0.148,0.148,0.148,0.148,0,0.148
2016-02-03,0.148,0.148,0.148,0.148,0,0.148
2016-02-04,0.148,0.148,0.148,0.148,0,0.148
2016-02-05,0.148,0.148,0.148,0.148,0,0.148
2016-02-08,0.148,0.148,0.148,0.148,0,0.148
2016-02-09,0.148,0.148,0.148,0.148,0,0.148
2016-02-10,0.148,0.148,0.148,0.148,0,0.148
2016-02-11,0.148,0.148,0.148,0.148,0,0.148
2016-02-12,0.148,0.148,0.148,0.148,0,0.148
2016-02-15,0.148,0.148,0.148,0.148,0,0.148
2016-02-16,0.148,0.148,0.148,0.148,0,0.148
2016-02-17,0.148,0.148,0.148,0.148,0,0.148
2016-02-18,0.148,0.148,0.148,0.148,0,0.148
2016-02-19,0.148,0.148,0.148,0.148,0,0.148
2016-02-22,0.148,0.148,0.148,0.148,0,0.148
2016-02-23,0.145,0.145,0.145,0.145,5000,0.145
2016-02-24,0.145,0.145,0.145,0.145,0,0.145
2016-02-25,0.145,0.145,0.145,0.145,0,0.145
2016-02-26,0.145,0.145,0.145,0.145,0,0.145
2016-02-29,0.131,0.131,0.131,0.131,3700,0.131
2016-03-01,0.144,0.144,0.144,0.144,5000,0.144
2016-03-02,0.144,0.144,0.144,0.144,0,0.144
2016-03-03,0.13,0.142,0.13,0.142,1200,0.142
2016-03-04,0.142,0.142,0.142,0.142,0,0.142
2016-03-07,0.142,0.142,0.142,0.142,0,0.142
2016-03-08,0.142,0.142,0.142,0.142,0,0.142
2016-03-09,0.142,0.142,0.142,0.142,0,0.142
2016-03-10,0.142,0.142,0.142,0.142,0,0.142
2016-03-11,0.142,0.142,0.142,0.142,0,0.142
2016-03-14,0.142,0.142,0.142,0.142,0,0.142
2016-03-15,0.142,0.142,0.142,0.142,0,0.142
2016-03-16,0.142,0.142,0.142,0.142,0,0.142
2016-03-17,0.142,0.142,0.142,0.142,0,0.142
2016-03-18,0.142,0.142,0.142,0.142,0,0.142
2016-03-21,0.142,0.142,0.142,0.142,0,0.142
2016-03-22,0.142,0.142,0.142,0.142,0,0.142
2016-03-23,0.142,0.142,0.142,0.142,0,0.142
2016-03-24,0.142,0.142,0.142,0.142,0,0.142
2016-03-25,0.142,0.142,0.142,0.142,0,0.142
2016-03-28,0.142,0.142,0.142,0.142,0,0.142
2016-03-29,0.142,0.142,0.142,0.142,0,0.142
2016-03-30,0.142,0.142,0.142,0.142,0,0.142
2016-03-31,0.142,0.142,0.142,0.142,0,0.142
2016-04-01,0.142,0.142,0.142,0.142,0,0.142
2016-04-04,0.142,0.142,0.142,0.142,0,0.142
2016-04-05,0.142,0.142,0.142,0.142,0,0.142
2016-04-06,2.978,2.978,2.978,2.978,0,2.978
2016-04-07,2.978,2.978,2.978,2.978,0,2.978
2016-04-08,2.978,2.978,2.978,2.978,0,2.978
2016-04-11,2.978,2.978,2.978,2.978,0,2.978
2016-04-12,4.0,4.0,4.0,4.0,2100,4.0
2016-04-13,0.142,0.142,0.142,0.142,0,0.142
2016-04-14,0.128,0.147,0.128,0.147,3400,0.147
2016-04-15,0.147,0.147,0.147,0.147,0,0.147
2016-04-18,0.147,0.147,0.147,0.147,0,0.147
2016-04-19,0.147,0.147,0.147,0.147,0,0.147
2016-04-20,0.147,0.147,0.147,0.147,0,0.147
2016-04-21,0.147,0.147,0.147,0.147,0,0.147
2016-04-22,0.147,0.147,0.147,0.147,0,0.147
2016-04-25,0.147,0.147,0.147,0.147,0,0.147
2016-04-26,0.147,0.147,0.147,0.147,0,0.147
2016-04-27,0.147,0.147,0.147,0.147,0,0.147
2016-04-28,0.147,0.147,0.147,0.147,0,0.147
2016-04-29,0.147,0.147,0.147,0.147,0,0.147
2016-05-02,0.147,0.147,0.147,0.147,0,0.147
2016-05-03,0.147,0.147,0.147,0.147,0,0.147
2016-05-04,0.147,0.147,0.147,0.147,0,0.147
2016-05-05,0.147,0.147,0.147,0.147,0,0.147
2016-05-06,0.147,0.147,0.147,0.147,0,0.147
2016-05-09,0.147,0.147,0.147,0.147,0,0.147
2016-05-10,0.147,0.147,0.147,0.147,0,0.147
2016-05-11,0.147,0.147,0.147,0.147,0,0.147
2016-05-12,0.147,0.147,0.147,0.147,0,0.147
2016-05-13,0.147,0.147,0.147,0.147,0,0.147
2016-05-16,0.147,0.147,0.147,0.147,0,0.147
2016-05-17,0.147,0.147,0.147,0.147,0,0.147
2016-05-18,0.147,0.147,0.147,0.147,0,0.147
2016-05-19,0.147,0.147,0.147,0.147,0,0.147
2016-05-20,0.147,0.147,0.147,0.147,0,0.147
2016-05-23,0.147,0.147,0.147,0.147,0,0.147
2016-05-24,0.147,0.147,0.147,0.147,0,0.147
2016-05-25,0.147,0.147,0.147,0.147,0,0.147
2016-05-26,0.147,0.147,0.147,0.147,0,0.147
2016-05-27,0.147,0.147,0.147,0.147,0,0.147
2016-05-30,0.147,0.147,0.147,0.147,0,0.147
2016-05-31,0.147,0.147,0.147,0.147,0,0.147
2016-06-01,5.1,5.1,5.1,5.1,0,5.1
2016-06-02,5.1,5.1,5.1,5.1,0,5.1
2016-06-03,5.1,5.1,5.1,5.1,0,5.1
2016-06-06,5.1,5.1,5.1,5.1,0,5.1
2016-06-07,5.1,5.1,5.1,5.1,0,5.1
2016-06-08,5.1,5.1,5.1,5.1,0,5.1
2016-06-09,5.1,5.1,5.1,5.1,0,5.1
2016-06-10,5.28,5.28,5.28,5.28,900,5.28
2016-06-13,0.147,0.147,0.147,0.147,0,0.147
2016-06-14,0.147,0.147,0.147,0.147,0,0.147
2016-06-15,0.147,0.147,0.147,0.147,0,0.147
2016-06-16,0.147,0.147,0.147,0.147,0,0.147
2016-06-17,0.147,0.147,0.147,0.147,0,0.147
2016-06-20,0.147,0.147,0.147,0.147,0,0.147
2016-06-21,0.147,0.147,0.147,0.147,0,0.147
2016-06-22,0.147,0.147,0.147,0.147,0,0.147
2016-06-23,0.147,0.147,0.147,0.147,0,0.147
2016-06-24,0.147,0.147,0.147,0.147,0,0.147
2016-06-27,0.147,0.147,0.147,0.147,0,0.147
2016-06-28,0.147,0.147,0.147,0.147,0,0.147
